Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,242127,-,-,-,47.69,-121.1,-8,1308,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Wind Speed,Relative Humidity,Temperature,
2015,1,1,0,0,0,0,0,0.8,70.55,-12,N/A
2015,1,1,0,30,0,0,0,0.8,70.54,-12,N/A
2015,1,1,1,0,0,0,0,0.9,70.06,-12,N/A
2015,1,1,1,30,0,0,0,0.9,70.05,-12,N/A
2015,1,1,2,0,0,0,0,0.9,69.33,-12,N/A
2015,1,1,2,30,0,0,0,0.8,69.32000000000001,-12,N/A
2015,1,1,3,0,0,0,0,0.8,69.85000000000001,-12,N/A
2015,1,1,3,30,0,0,0,0.8,69.83,-12,N/A
2015,1,1,4,0,0,0,0,0.8,70.99,-12,N/A
2015,1,1,4,30,0,0,0,0.7000000000000001,70.98,-12,N/A
2015,1,1,5,0,0,0,0,0.6000000000000001,72.04,-12,N/A
2015,1,1,5,30,0,0,0,0.5,72.03,-12,N/A
2015,1,1,6,0,0,0,0,0.4,78.60000000000001,-12,N/A
2015,1,1,6,30,0,0,0,0.2,78.60000000000001,-12,N/A
2015,1,1,7,0,0,0,0,0.1,79.96000000000001,-12,N/A
2015,1,1,7,30,0,0,0,0.1,73.82000000000001,-12,N/A
2015,1,1,8,0,0,0,0,0.1,78.9,-12,N/A
2015,1,1,8,30,21,450,53,0.1,72.88,-10,N/A
2015,1,1,9,0,32,604,113,0.1,83.43,-9,N/A
2015,1,1,9,30,40,700,173,0.1,77.17,-8,N/A
2015,1,1,10,0,50,742,226,0.1,89.14,-7,N/A
2015,1,1,10,30,55,785,271,0.1,82.53,-6,N/A
2015,1,1,11,0,58,812,305,0.1,89.13,-6,N/A
2015,1,1,11,30,60,828,328,0,82.63,-5,N/A
2015,1,1,12,0,61,836,338,0,90.68,-4,N/A
2015,1,1,12,30,61,834,335,0,84.14,-4,N/A
2015,1,1,13,0,62,811,318,0,87.79,-4,N/A
2015,1,1,13,30,59,789,290,0,87.78,-4,N/A
2015,1,1,14,0,55,754,250,0,94.77,-4,N/A
2015,1,1,14,30,49,701,201,0,94.77,-4,N/A
2015,1,1,15,0,41,624,144,0,90.96000000000001,-5,N/A
2015,1,1,15,30,31,498,83,0,98.06,-6,N/A
2015,1,1,16,0,16,287,28,0,90.74,-7,N/A
2015,1,1,16,30,0,0,0,0,90.74,-7,N/A
2015,1,1,17,0,0,0,0,0.1,85.74,-8,N/A
2015,1,1,17,30,0,0,0,0.1,85.72,-8,N/A
2015,1,1,18,0,0,0,0,0.1,85.33,-9,N/A
2015,1,1,18,30,0,0,0,0.1,85.31,-9,N/A
2015,1,1,19,0,0,0,0,0.1,88.51,-10,N/A
2015,1,1,19,30,0,0,0,0,88.49,-10,N/A
2015,1,1,20,0,0,0,0,0,86.03,-10,N/A
2015,1,1,20,30,0,0,0,0,86.02,-10,N/A
2015,1,1,21,0,0,0,0,0,84.25,-10,N/A
2015,1,1,21,30,0,0,0,0,84.24,-10,N/A
2015,1,1,22,0,0,0,0,0.1,89.78,-10,N/A
2015,1,1,22,30,0,0,0,0.30000000000000004,82.98,-10,N/A
2015,1,1,23,0,0,0,0,0.5,83.32000000000001,-10,N/A
2015,1,1,23,30,0,0,0,0.5,77.06,-9,N/A
2015,1,2,0,0,0,0,0,0.5,79.27,-9,N/A
2015,1,2,0,30,0,0,0,0.4,79.25,-8,N/A
2015,1,2,1,0,0,0,0,0.30000000000000004,81.85000000000001,-8,N/A
2015,1,2,1,30,0,0,0,0.2,75.74,-7,N/A
2015,1,2,2,0,0,0,0,0.2,78.03,-7,N/A
2015,1,2,2,30,0,0,0,0.4,78.01,-7,N/A
2015,1,2,3,0,0,0,0,0.6000000000000001,76.16,-7,N/A
2015,1,2,3,30,0,0,0,0.7000000000000001,76.14,-7,N/A
2015,1,2,4,0,0,0,0,0.9,78.27,-8,N/A
2015,1,2,4,30,0,0,0,0.8,78.26,-8,N/A
2015,1,2,5,0,0,0,0,0.8,77.43,-9,N/A
2015,1,2,5,30,0,0,0,0.6000000000000001,77.42,-9,N/A
2015,1,2,6,0,0,0,0,0.5,79.65,-9,N/A
2015,1,2,6,30,0,0,0,0.30000000000000004,79.64,-8,N/A
2015,1,2,7,0,0,0,0,0.2,84.74,-8,N/A
2015,1,2,7,30,0,0,0,0.2,78.43,-7,N/A
2015,1,2,8,0,0,0,0,0.2,83.06,-7,N/A
2015,1,2,8,30,2,0,2,0.1,76.98,-6,N/A
2015,1,2,9,0,4,0,4,0,90.07000000000001,-5,N/A
2015,1,2,9,30,7,0,7,0,83.53,-4,N/A
2015,1,2,10,0,93,48,104,0,87.71000000000001,-4,N/A
2015,1,2,10,30,112,185,163,0,81.43,-3,N/A
2015,1,2,11,0,109,5,111,0,86.33,-3,N/A
2015,1,2,11,30,115,391,241,0,86.31,-3,N/A
2015,1,2,12,0,128,318,234,0.1,88.62,-3,N/A
2015,1,2,12,30,129,30,139,0.1,88.60000000000001,-3,N/A
2015,1,2,13,0,127,42,140,0.1,88.94,-3,N/A
2015,1,2,13,30,113,28,122,0.1,88.94,-3,N/A
2015,1,2,14,0,99,24,105,0.1,88.53,-3,N/A
2015,1,2,14,30,64,0,64,0,88.53,-3,N/A
2015,1,2,15,0,62,176,91,0,91.64,-4,N/A
2015,1,2,15,30,31,522,87,0,91.63,-4,N/A
2015,1,2,16,0,30,0,30,0,91.74,-5,N/A
2015,1,2,16,30,0,0,0,0,91.73,-5,N/A
2015,1,2,17,0,0,0,0,0,89.98,-5,N/A
2015,1,2,17,30,0,0,0,0,89.98,-5,N/A
2015,1,2,18,0,0,0,0,0,91.85000000000001,-5,N/A
2015,1,2,18,30,0,0,0,0,91.86,-5,N/A
2015,1,2,19,0,0,0,0,0,93.94,-5,N/A
2015,1,2,19,30,0,0,0,0,93.96000000000001,-4,N/A
2015,1,2,20,0,0,0,0,0,94.47,-4,N/A
2015,1,2,20,30,0,0,0,0,94.49,-4,N/A
2015,1,2,21,0,0,0,0,0.1,94.64,-4,N/A
2015,1,2,21,30,0,0,0,0,94.67,-4,N/A
2015,1,2,22,0,0,0,0,0,94.11,-4,N/A
2015,1,2,22,30,0,0,0,0,94.12,-4,N/A
2015,1,2,23,0,0,0,0,0.1,90.59,-5,N/A
2015,1,2,23,30,0,0,0,0.2,90.61,-5,N/A
2015,1,3,0,0,0,0,0,0.4,90.67,-6,N/A
2015,1,3,0,30,0,0,0,0.6000000000000001,90.69,-6,N/A
2015,1,3,1,0,0,0,0,0.8,95.56,-6,N/A
2015,1,3,1,30,0,0,0,0.8,95.58,-6,N/A
2015,1,3,2,0,0,0,0,0.8,95.02,-6,N/A
2015,1,3,2,30,0,0,0,0.7000000000000001,95.04,-6,N/A
2015,1,3,3,0,0,0,0,0.6000000000000001,91.89,-7,N/A
2015,1,3,3,30,0,0,0,0.5,91.91,-7,N/A
2015,1,3,4,0,0,0,0,0.5,94.88,-7,N/A
2015,1,3,4,30,0,0,0,0.4,94.88,-7,N/A
2015,1,3,5,0,0,0,0,0.30000000000000004,91.16,-8,N/A
2015,1,3,5,30,0,0,0,0.2,91.16,-8,N/A
2015,1,3,6,0,0,0,0,0.1,94.17,-8,N/A
2015,1,3,6,30,0,0,0,0.30000000000000004,94.16,-8,N/A
2015,1,3,7,0,0,0,0,0.6000000000000001,89.36,-9,N/A
2015,1,3,7,30,0,0,0,0.6000000000000001,89.38,-9,N/A
2015,1,3,8,0,0,0,0,0.7000000000000001,91.66,-9,N/A
2015,1,3,8,30,26,103,33,0.4,84.8,-8,N/A
2015,1,3,9,0,50,149,70,0.2,86.56,-8,N/A
2015,1,3,9,30,72,182,107,0.1,80.17,-7,N/A
2015,1,3,10,0,92,39,102,0,89.89,-6,N/A
2015,1,3,10,30,112,192,165,0,83.35000000000001,-5,N/A
2015,1,3,11,0,129,135,170,0,87.85000000000001,-4,N/A
2015,1,3,11,30,136,188,198,0,81.56,-3,N/A
2015,1,3,12,0,142,185,203,0,87.98,-3,N/A
2015,1,3,12,30,141,117,180,0,87.96000000000001,-2,N/A
2015,1,3,13,0,131,64,152,0,89.46000000000001,-2,N/A
2015,1,3,13,30,109,12,113,0,89.46000000000001,-2,N/A
2015,1,3,14,0,102,240,165,0,88.82000000000001,-3,N/A
2015,1,3,14,30,82,18,86,0.1,88.81,-3,N/A
2015,1,3,15,0,60,233,100,0.2,91.32000000000001,-3,N/A
2015,1,3,15,30,41,166,59,0.4,91.3,-4,N/A
2015,1,3,16,0,21,0,21,0.6000000000000001,86,-5,N/A
2015,1,3,16,30,0,0,0,0.6000000000000001,86.03,-5,N/A
2015,1,3,17,0,0,0,0,0.6000000000000001,90.66,-5,N/A
2015,1,3,17,30,0,0,0,0.6000000000000001,90.68,-5,N/A
2015,1,3,18,0,0,0,0,0.6000000000000001,88.58,-6,N/A
2015,1,3,18,30,0,0,0,0.6000000000000001,88.55,-6,N/A
2015,1,3,19,0,0,0,0,0.6000000000000001,88.34,-6,N/A
2015,1,3,19,30,0,0,0,0.6000000000000001,88.33,-5,N/A
2015,1,3,20,0,0,0,0,0.6000000000000001,89.36,-5,N/A
2015,1,3,20,30,0,0,0,0.5,89.36,-5,N/A
2015,1,3,21,0,0,0,0,0.5,88.94,-5,N/A
2015,1,3,21,30,0,0,0,0.4,88.94,-5,N/A
2015,1,3,22,0,0,0,0,0.4,88.28,-6,N/A
2015,1,3,22,30,0,0,0,0.30000000000000004,88.29,-6,N/A
2015,1,3,23,0,0,0,0,0.30000000000000004,88.18,-6,N/A
2015,1,3,23,30,0,0,0,0.2,88.19,-6,N/A
2015,1,4,0,0,0,0,0,0.2,88.41,-6,N/A
2015,1,4,0,30,0,0,0,0.2,88.41,-6,N/A
2015,1,4,1,0,0,0,0,0.30000000000000004,87.82000000000001,-6,N/A
2015,1,4,1,30,0,0,0,0.4,87.83,-6,N/A
2015,1,4,2,0,0,0,0,0.6000000000000001,85.26,-6,N/A
2015,1,4,2,30,0,0,0,0.6000000000000001,85.26,-6,N/A
2015,1,4,3,0,0,0,0,0.6000000000000001,89.73,-7,N/A
2015,1,4,3,30,0,0,0,0.4,89.73,-7,N/A
2015,1,4,4,0,0,0,0,0.30000000000000004,89.79,-7,N/A
2015,1,4,4,30,0,0,0,0.1,89.79,-6,N/A
2015,1,4,5,0,0,0,0,0,92.62,-6,N/A
2015,1,4,5,30,0,0,0,0,85.84,-6,N/A
2015,1,4,6,0,0,0,0,0,89.67,-6,N/A
2015,1,4,6,30,0,0,0,0,89.68,-6,N/A
2015,1,4,7,0,0,0,0,0,90.91,-6,N/A
2015,1,4,7,30,0,0,0,0,90.94,-6,N/A
2015,1,4,8,0,0,0,0,0.1,92.08,-6,N/A
2015,1,4,8,30,17,0,17,0.1,92.09,-5,N/A
2015,1,4,9,0,36,0,36,0.1,94.33,-5,N/A
2015,1,4,9,30,56,0,56,0.1,87.47,-5,N/A
2015,1,4,10,0,55,0,55,0.1,90.14,-5,N/A
2015,1,4,10,30,92,0,92,0.1,90.09,-4,N/A
2015,1,4,11,0,59,0,59,0.1,93.89,-4,N/A
2015,1,4,11,30,78,0,78,0,87.11,-4,N/A
2015,1,4,12,0,78,0,78,0,91.35000000000001,-4,N/A
2015,1,4,12,30,61,0,61,0,91.33,-3,N/A
2015,1,4,13,0,49,0,49,0,95.24,-3,N/A
2015,1,4,13,30,43,0,43,0,88.42,-3,N/A
2015,1,4,14,0,54,0,54,0,92.19,-3,N/A
2015,1,4,14,30,29,0,29,0,92.19,-3,N/A
2015,1,4,15,0,41,0,41,0,94.91,-3,N/A
2015,1,4,15,30,24,0,24,0,94.87,-3,N/A
2015,1,4,16,0,9,0,9,0.1,96.81,-3,N/A
2015,1,4,16,30,0,0,0,0.1,96.74000000000001,-2,N/A
2015,1,4,17,0,0,0,0,0.1,98.37,-2,N/A
2015,1,4,17,30,0,0,0,0.1,98.32000000000001,-2,N/A
2015,1,4,18,0,0,0,0,0.1,98.75,-2,N/A
2015,1,4,18,30,0,0,0,0.1,98.71000000000001,-2,N/A
2015,1,4,19,0,0,0,0,0.1,99.78,-2,N/A
2015,1,4,19,30,0,0,0,0.1,92.67,-2,N/A
2015,1,4,20,0,0,0,0,0.1,94.93,-2,N/A
2015,1,4,20,30,0,0,0,0.1,88.22,-1,N/A
2015,1,4,21,0,0,0,0,0.1,93.27,-1,N/A
2015,1,4,21,30,0,0,0,0.1,93.25,-1,N/A
2015,1,4,22,0,0,0,0,0.1,97.09,-1,N/A
2015,1,4,22,30,0,0,0,0.1,97.07000000000001,0,N/A
2015,1,4,23,0,0,0,0,0.1,100,0,N/A
2015,1,4,23,30,0,0,0,0.1,100,0,N/A
2015,1,5,0,0,0,0,0,0.1,100,0,N/A
2015,1,5,0,30,0,0,0,0.1,100,0,N/A
2015,1,5,1,0,0,0,0,0.1,100,0,N/A
2015,1,5,1,30,0,0,0,0.1,100,0,N/A
2015,1,5,2,0,0,0,0,0.1,100,0,N/A
2015,1,5,2,30,0,0,0,0.1,100,0,N/A
2015,1,5,3,0,0,0,0,0.1,100,0,N/A
2015,1,5,3,30,0,0,0,0.1,100,0,N/A
2015,1,5,4,0,0,0,0,0.1,100,0,N/A
2015,1,5,4,30,0,0,0,0.1,100,0,N/A
2015,1,5,5,0,0,0,0,0.1,100,0,N/A
2015,1,5,5,30,0,0,0,0.1,100,0,N/A
2015,1,5,6,0,0,0,0,0.1,100,0,N/A
2015,1,5,6,30,0,0,0,0.1,100,0,N/A
2015,1,5,7,0,0,0,0,0.1,100,0,N/A
2015,1,5,7,30,0,0,0,0.1,100,0,N/A
2015,1,5,8,0,0,0,0,0.1,100,0,N/A
2015,1,5,8,30,6,0,6,0.1,100,0,N/A
2015,1,5,9,0,12,0,12,0.1,100,0,N/A
2015,1,5,9,30,19,0,19,0.1,100,0,N/A
2015,1,5,10,0,30,0,30,0.1,100,0,N/A
2015,1,5,10,30,31,0,31,0.1,100,0,N/A
2015,1,5,11,0,45,0,45,0.1,100,1,N/A
2015,1,5,11,30,36,0,36,0.1,100,1,N/A
2015,1,5,12,0,64,0,64,0.1,100,1,N/A
2015,1,5,12,30,119,5,121,0.1,100,1,N/A
2015,1,5,13,0,137,113,174,0.1,100,1,N/A
2015,1,5,13,30,117,31,126,0.1,100,1,N/A
2015,1,5,14,0,95,4,96,0.1,100,1,N/A
2015,1,5,14,30,88,61,102,0,100,1,N/A
2015,1,5,15,0,65,160,93,0,100,1,N/A
2015,1,5,15,30,42,122,56,0,100,1,N/A
2015,1,5,16,0,21,0,21,0,100,1,N/A
2015,1,5,16,30,0,0,0,0,100,1,N/A
2015,1,5,17,0,0,0,0,0,100,1,N/A
2015,1,5,17,30,0,0,0,0,100,1,N/A
2015,1,5,18,0,0,0,0,0,100,1,N/A
2015,1,5,18,30,0,0,0,0,100,1,N/A
2015,1,5,19,0,0,0,0,0,100,1,N/A
2015,1,5,19,30,0,0,0,0,100,1,N/A
2015,1,5,20,0,0,0,0,0,100,1,N/A
2015,1,5,20,30,0,0,0,0,100,1,N/A
2015,1,5,21,0,0,0,0,0,100,1,N/A
2015,1,5,21,30,0,0,0,0,100,1,N/A
2015,1,5,22,0,0,0,0,0.1,100,1,N/A
2015,1,5,22,30,0,0,0,0.1,100,1,N/A
2015,1,5,23,0,0,0,0,0.1,100,1,N/A
2015,1,5,23,30,0,0,0,0.1,100,1,N/A
2015,1,6,0,0,0,0,0,0.2,100,1,N/A
2015,1,6,0,30,0,0,0,0.2,100,1,N/A
2015,1,6,1,0,0,0,0,0.2,100,1,N/A
2015,1,6,1,30,0,0,0,0.1,100,1,N/A
2015,1,6,2,0,0,0,0,0.1,100,1,N/A
2015,1,6,2,30,0,0,0,0.1,100,1,N/A
2015,1,6,3,0,0,0,0,0.1,100,1,N/A
2015,1,6,3,30,0,0,0,0.1,100,1,N/A
2015,1,6,4,0,0,0,0,0.1,99.71000000000001,1,N/A
2015,1,6,4,30,0,0,0,0.1,99.71000000000001,1,N/A
2015,1,6,5,0,0,0,0,0.1,98.83,1,N/A
2015,1,6,5,30,0,0,0,0.1,100,1,N/A
2015,1,6,6,0,0,0,0,0.2,100,1,N/A
2015,1,6,6,30,0,0,0,0.30000000000000004,100,1,N/A
2015,1,6,7,0,0,0,0,0.4,100,1,N/A
2015,1,6,7,30,0,0,0,0.4,100,0,N/A
2015,1,6,8,0,0,0,0,0.4,100,0,N/A
2015,1,6,8,30,26,210,42,0.30000000000000004,100,0,N/A
2015,1,6,9,0,48,298,89,0.30000000000000004,100,1,N/A
2015,1,6,9,30,59,393,136,0.30000000000000004,100,1,N/A
2015,1,6,10,0,97,107,123,0.30000000000000004,99.56,1,N/A
2015,1,6,10,30,114,177,164,0.30000000000000004,99.54,1,N/A
2015,1,6,11,0,119,298,212,0.30000000000000004,100,1,N/A
2015,1,6,11,30,125,332,235,0.30000000000000004,100,1,N/A
2015,1,6,12,0,126,355,247,0.4,99.53,1,N/A
2015,1,6,12,30,142,198,209,0.4,99.53,1,N/A
2015,1,6,13,0,134,217,205,0.5,99.02,1,N/A
2015,1,6,13,30,125,81,150,0.5,99.03,1,N/A
2015,1,6,14,0,105,235,169,0.6000000000000001,96.32000000000001,2,N/A
2015,1,6,14,30,91,106,115,0.6000000000000001,96.33,1,N/A
2015,1,6,15,0,58,332,116,0.7000000000000001,90.63,1,N/A
2015,1,6,15,30,42,246,71,0.7000000000000001,97.37,1,N/A
2015,1,6,16,0,19,154,27,0.8,89.3,1,N/A
2015,1,6,16,30,0,0,0,0.7000000000000001,89.31,0,N/A
2015,1,6,17,0,0,0,0,0.7000000000000001,87.16,0,N/A
2015,1,6,17,30,0,0,0,0.5,93.69,0,N/A
2015,1,6,18,0,0,0,0,0.4,93.58,0,N/A
2015,1,6,18,30,0,0,0,0.2,93.59,0,N/A
2015,1,6,19,0,0,0,0,0.1,94.48,0,N/A
2015,1,6,19,30,0,0,0,0,94.48,0,N/A
2015,1,6,20,0,0,0,0,0,94,0,N/A
2015,1,6,20,30,0,0,0,0,94,0,N/A
2015,1,6,21,0,0,0,0,0,92.4,0,N/A
2015,1,6,21,30,0,0,0,0,92.4,0,N/A
2015,1,6,22,0,0,0,0,0,92.29,-1,N/A
2015,1,6,22,30,0,0,0,0,92.29,-1,N/A
2015,1,6,23,0,0,0,0,0,92.32000000000001,-1,N/A
2015,1,6,23,30,0,0,0,0,92.33,-1,N/A
2015,1,7,0,0,0,0,0,0.1,91.86,-1,N/A
2015,1,7,0,30,0,0,0,0.1,91.87,-1,N/A
2015,1,7,1,0,0,0,0,0.1,91.74,-1,N/A
2015,1,7,1,30,0,0,0,0.1,91.76,-1,N/A
2015,1,7,2,0,0,0,0,0.1,92.97,-1,N/A
2015,1,7,2,30,0,0,0,0.1,92.96000000000001,-1,N/A
2015,1,7,3,0,0,0,0,0.1,92.74,-1,N/A
2015,1,7,3,30,0,0,0,0.1,92.71000000000001,-1,N/A
2015,1,7,4,0,0,0,0,0.1,91.84,-1,N/A
2015,1,7,4,30,0,0,0,0.1,91.81,-1,N/A
2015,1,7,5,0,0,0,0,0.1,97.86,-1,N/A
2015,1,7,5,30,0,0,0,0.1,97.85000000000001,-1,N/A
2015,1,7,6,0,0,0,0,0.1,96.77,-1,N/A
2015,1,7,6,30,0,0,0,0.1,96.77,-1,N/A
2015,1,7,7,0,0,0,0,0.1,95.48,-1,N/A
2015,1,7,7,30,0,0,0,0.1,88.79,-1,N/A
2015,1,7,8,0,0,0,0,0.1,89.87,-1,N/A
2015,1,7,8,30,26,43,29,0.1,89.87,0,N/A
2015,1,7,9,0,51,78,62,0.1,95.38,0,N/A
2015,1,7,9,30,69,2,69,0,95.37,0,N/A
2015,1,7,10,0,42,781,232,0,96.16,0,N/A
2015,1,7,10,30,45,825,279,0,96.13,1,N/A
2015,1,7,11,0,46,862,315,0.1,96.01,2,N/A
2015,1,7,11,30,47,880,339,0.1,95.99000000000001,2,N/A
2015,1,7,12,0,47,891,351,0.1,93.5,3,N/A
2015,1,7,12,30,47,890,350,0.1,93.49,3,N/A
2015,1,7,13,0,47,881,335,0.1,90.29,3,N/A
2015,1,7,13,30,45,862,308,0.1,96.87,3,N/A
2015,1,7,14,0,43,832,270,0.1,97.16,3,N/A
2015,1,7,14,30,40,786,221,0.30000000000000004,100,2,N/A
2015,1,7,15,0,35,717,164,0.5,92.81,1,N/A
2015,1,7,15,30,28,608,101,0.6000000000000001,99.69,0,N/A
2015,1,7,16,0,17,426,41,0.8,88.65,0,N/A
2015,1,7,16,30,0,0,0,0.8,88.64,0,N/A
2015,1,7,17,0,0,0,0,0.8,79.43,0,N/A
2015,1,7,17,30,0,0,0,0.7000000000000001,79.43,0,N/A
2015,1,7,18,0,0,0,0,0.7000000000000001,75.68,-1,N/A
2015,1,7,18,30,0,0,0,0.6000000000000001,75.67,-1,N/A
2015,1,7,19,0,0,0,0,0.6000000000000001,78.75,-1,N/A
2015,1,7,19,30,0,0,0,0.5,78.75,-1,N/A
2015,1,7,20,0,0,0,0,0.4,77.16,-2,N/A
2015,1,7,20,30,0,0,0,0.30000000000000004,77.16,-2,N/A
2015,1,7,21,0,0,0,0,0.2,81.5,-3,N/A
2015,1,7,21,30,0,0,0,0.1,81.5,-3,N/A
2015,1,7,22,0,0,0,0,0.1,80,-3,N/A
2015,1,7,22,30,0,0,0,0.1,79.99,-3,N/A
2015,1,7,23,0,0,0,0,0.1,78.87,-3,N/A
2015,1,7,23,30,0,0,0,0.1,78.87,-3,N/A
2015,1,8,0,0,0,0,0,0.1,77.84,-3,N/A
2015,1,8,0,30,0,0,0,0.1,77.85000000000001,-3,N/A
2015,1,8,1,0,0,0,0,0.1,77.87,-3,N/A
2015,1,8,1,30,0,0,0,0.1,77.87,-3,N/A
2015,1,8,2,0,0,0,0,0.1,78.21000000000001,-3,N/A
2015,1,8,2,30,0,0,0,0,78.2,-3,N/A
2015,1,8,3,0,0,0,0,0,79.76,-3,N/A
2015,1,8,3,30,0,0,0,0,79.74,-3,N/A
2015,1,8,4,0,0,0,0,0.1,80.85000000000001,-3,N/A
2015,1,8,4,30,0,0,0,0.1,80.83,-3,N/A
2015,1,8,5,0,0,0,0,0.1,83.04,-3,N/A
2015,1,8,5,30,0,0,0,0.1,83.02,-3,N/A
2015,1,8,6,0,0,0,0,0.1,85.96000000000001,-3,N/A
2015,1,8,6,30,0,0,0,0.1,85.96000000000001,-3,N/A
2015,1,8,7,0,0,0,0,0.1,88.31,-3,N/A
2015,1,8,7,30,0,0,0,0.1,88.32000000000001,-2,N/A
2015,1,8,8,0,0,0,0,0.1,91.10000000000001,-2,N/A
2015,1,8,8,30,22,455,57,0.1,84.66,-1,N/A
2015,1,8,9,0,33,614,118,0.1,85.39,-1,N/A
2015,1,8,9,30,40,712,179,0.1,85.4,0,N/A
2015,1,8,10,0,45,770,234,0.1,94.27,0,N/A
2015,1,8,10,30,49,812,280,0.1,94.26,0,N/A
2015,1,8,11,0,52,839,315,0.1,92.77,0,N/A
2015,1,8,11,30,53,856,339,0.1,92.75,0,N/A
2015,1,8,12,0,54,864,350,0.1,88.11,1,N/A
2015,1,8,12,30,53,862,348,0.1,88.09,1,N/A
2015,1,8,13,0,140,156,192,0.1,88.13,1,N/A
2015,1,8,13,30,51,829,307,0.1,94.67,0,N/A
2015,1,8,14,0,104,281,182,0.1,93.22,0,N/A
2015,1,8,14,30,90,215,140,0.1,100,0,N/A
2015,1,8,15,0,66,228,108,0.1,95.29,0,N/A
2015,1,8,15,30,45,178,67,0.1,95.29,0,N/A
2015,1,8,16,0,21,115,28,0.1,87.31,-1,N/A
2015,1,8,16,30,0,0,0,0.1,87.31,-1,N/A
2015,1,8,17,0,0,0,0,0.1,87.45,-2,N/A
2015,1,8,17,30,0,0,0,0.1,87.44,-2,N/A
2015,1,8,18,0,0,0,0,0.1,88.86,-2,N/A
2015,1,8,18,30,0,0,0,0.1,88.85000000000001,-2,N/A
2015,1,8,19,0,0,0,0,0.1,84.8,-3,N/A
2015,1,8,19,30,0,0,0,0.1,84.8,-3,N/A
2015,1,8,20,0,0,0,0,0.1,80.79,-3,N/A
2015,1,8,20,30,0,0,0,0.1,80.78,-3,N/A
2015,1,8,21,0,0,0,0,0.1,82.22,-4,N/A
2015,1,8,21,30,0,0,0,0.1,82.2,-4,N/A
2015,1,8,22,0,0,0,0,0.1,77.5,-4,N/A
2015,1,8,22,30,0,0,0,0.1,77.48,-4,N/A
2015,1,8,23,0,0,0,0,0.1,79.26,-4,N/A
2015,1,8,23,30,0,0,0,0.1,79.24,-4,N/A
2015,1,9,0,0,0,0,0,0.1,75.94,-5,N/A
2015,1,9,0,30,0,0,0,0.1,75.93,-5,N/A
2015,1,9,1,0,0,0,0,0.1,73.59,-5,N/A
2015,1,9,1,30,0,0,0,0.1,73.58,-5,N/A
2015,1,9,2,0,0,0,0,0.1,77.76,-5,N/A
2015,1,9,2,30,0,0,0,0.1,77.74,-5,N/A
2015,1,9,3,0,0,0,0,0.1,76.69,-5,N/A
2015,1,9,3,30,0,0,0,0.1,76.67,-5,N/A
2015,1,9,4,0,0,0,0,0.1,76.14,-5,N/A
2015,1,9,4,30,0,0,0,0.1,76.13,-5,N/A
2015,1,9,5,0,0,0,0,0.1,75.60000000000001,-5,N/A
2015,1,9,5,30,0,0,0,0.1,70.10000000000001,-5,N/A
2015,1,9,6,0,0,0,0,0.1,69.24,-5,N/A
2015,1,9,6,30,0,0,0,0.1,69.23,-5,N/A
2015,1,9,7,0,0,0,0,0.1,68.19,-5,N/A
2015,1,9,7,30,0,0,0,0.1,68.19,-5,N/A
2015,1,9,8,0,0,0,0,0.1,68.77,-5,N/A
2015,1,9,8,30,25,0,25,0.1,63.82,-4,N/A
2015,1,9,9,0,50,19,53,0.1,68.72,-4,N/A
2015,1,9,9,30,76,52,86,0.1,63.800000000000004,-3,N/A
2015,1,9,10,0,96,45,107,0.1,70.16,-3,N/A
2015,1,9,10,30,118,129,155,0.1,65.17,-2,N/A
2015,1,9,11,0,129,227,201,0.1,72.43,-1,N/A
2015,1,9,11,30,128,337,241,0,67.31,0,N/A
2015,1,9,12,0,145,218,220,0,73.01,0,N/A
2015,1,9,12,30,148,157,202,0,72.99,0,N/A
2015,1,9,13,0,127,24,135,0,77.97,0,N/A
2015,1,9,13,30,131,130,171,0,77.96000000000001,0,N/A
2015,1,9,14,0,113,170,161,0,81.22,0,N/A
2015,1,9,14,30,94,124,124,0,81.21000000000001,0,N/A
2015,1,9,15,0,71,70,84,0,80.95,-1,N/A
2015,1,9,15,30,46,47,52,0,87.07000000000001,-1,N/A
2015,1,9,16,0,21,7,22,0,86.9,-2,N/A
2015,1,9,16,30,0,0,0,0,86.89,-2,N/A
