Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 01/09  09:00:00,1.11301712033413,6.53348986917794,0.000000000000000E+000,5.36831202463096,0.143739090622526,0.143739090622526,0.143739090622526,0.249359925737781,5.166457058390340E-002,0.268690864190452,0.384214656921069,1.13871167604554 
 01/09  10:00:00,0.970043835225153,6.42917105109509,0.000000000000000E+000,5.37086115699213,0.143807344845789,0.143807344845789,0.143807344845789,0.127450643996854,2.640633195888867E-002,0.330033759705594,0.326997742439629,1.03578504452968 
 01/09  11:00:00,0.967446154930602,6.36839645900806,0.000000000000000E+000,5.43160523576646,0.145433796252425,0.145433796252425,0.145433796252425,0.105285332551039,2.181393011881013E-002,0.344876895795482,0.334688187934444,0.913736626500569 
 01/09  12:00:00,1.01590005362821,7.45839229411345,0.000000000000000E+000,6.63077139548871,0.177542036703600,0.177542036703600,0.177542036703600,0.105285332551039,2.181393011881013E-002,0.361120014768658,0.334790727207709,0.804559238588137 
 01/09  13:00:00,0.979377030630489,6.56569641161873,0.000000000000000E+000,5.82370426974924,0.155932433127492,0.155932433127492,0.155932433127492,0.105285332551039,2.181393011881013E-002,0.351846255376571,0.329151067178176,0.719318963089232 
 01/09  14:00:00,0.950588634582524,6.28549233880593,0.000000000000000E+000,5.59319340280978,0.149760395764450,0.149760395764450,0.149760395764450,0.105285332551039,2.181393011881013E-002,0.317848037359318,0.340532926510507,0.668841731407615 
 01/09  15:00:00,0.949639665438744,6.17653487449803,0.000000000000000E+000,5.53315404860461,0.148152813691088,0.148152813691088,0.148152813691088,0.110826626018020,2.296203770497546E-002,0.292642405135342,0.359707770610917,0.618602785033238 
 01/09  16:00:00,1.00392048222810,5.83382338424139,0.000000000000000E+000,5.18272275763883,0.138769850320481,0.138769850320481,0.138769850320481,0.138533299719761,2.870253287892793E-002,0.302863858133087,0.379702928897442,0.624945243106200 
 01/09  17:00:00,1.22615029862278,5.45974533144010,0.000000000000000E+000,4.74326171264281,0.127003073225200,0.127003073225200,0.127003073225200,0.232735907758947,4.822026207769880E-002,0.353721026385214,0.449122016897326,0.685546384199938 
 01/09  18:00:00,1.66729473816545,6.06206738818336,0.000000000000000E+000,5.20958579448022,0.139489120822871,0.139489120822871,0.139489120822871,0.432223917138118,8.955192139527980E-002,0.445070293491817,0.545611473038965,0.814897797974245 
 01/09  19:00:00,1.92132869717666,5.05888856975926,0.000000000000000E+000,4.08407214248107,0.109352961061792,0.109352961061792,0.109352961061792,0.642794513451249,0.133179781632900,0.398284023104866,0.592369381647454,0.934011768769298 
 01/09  20:00:00,1.86081101512555,4.57624262235639,0.000000000000000E+000,3.58069621179640,9.587483270675229E-002,9.587483270675229E-002,9.587483270675229E-002,0.681583842875899,0.141216491979183,0.315346148810717,0.611441686474602,0.953427979075037 
 01/09  21:00:00,1.72443766205954,4.34998849173418,0.000000000000000E+000,3.42374294341200,9.167233479599472E-002,9.167233479599472E-002,9.167233479599472E-002,0.587381166047768,0.121698762780412,0.275875148663200,0.632462237493769,0.882679141245329 
 01/09  22:00:00,1.57737605710384,4.22380457040976,0.000000000000000E+000,3.38479112267220,9.062938139359544E-002,9.062938139359544E-002,9.062938139359544E-002,0.493178558008581,0.102181033581641,0.258342489697899,0.617696582143720,0.796464155222801 
 01/09  23:00:00,1.29838152672996,4.22187990522375,0.000000000000000E+000,3.52648032018717,9.442317659558667E-002,9.442317659558667E-002,9.442317659558667E-002,0.371269276267653,7.692280920891813E-002,0.205881020852975,0.534537231526429,0.658578625229240 
 01/09  24:00:00,1.02453184145873,4.31532212727486,0.000000000000000E+000,3.77382938405354,0.101046064636251,0.101046064636251,0.101046064636251,0.254901287993707,5.281267817006874E-002,0.135920890493347,0.464502907886960,0.509496014288430 
 01/10  01:00:00,0.755348965637228,4.44416948362544,0.000000000000000E+000,4.06605743137806,0.108870608661281,0.108870608661281,0.108870608661281,0.132991937463835,2.755443954505400E-002,8.636931076758889E-002,0.384214656921069,0.351645883745943 
 01/10  02:00:00,0.653477805589148,4.72894707072485,0.000000000000000E+000,4.42488579913906,0.118478407730128,0.118478407730128,0.118478407730128,7.757865884929742E-002,1.607342069256627E-002,7.223881327716383E-002,0.353760492761593,0.279692901868704 
 01/10  03:00:00,0.617298057245912,4.97802349615333,0.000000000000000E+000,4.69390352479293,0.125681484427125,0.125681484427125,0.125681484427125,5.541331988790434E-002,1.148101600202945E-002,5.971530281942931E-002,0.349658921831025,0.260034133466109 
 01/10  04:00:00,0.607997173133947,5.08516880153720,0.000000000000000E+000,4.79568456264602,0.128406719800273,0.128406719800273,0.128406719800273,5.541331988790434E-002,1.148101600202945E-002,5.261106845099969E-002,0.344737036714339,0.265737439184244 
 01/10  05:00:00,0.611554911661435,5.36721828734672,0.000000000000000E+000,5.02124680003559,0.134446255269225,0.134446255269225,0.134446255269225,5.541331988790434E-002,1.148101600202945E-002,6.315175921409334E-002,0.331714549009782,0.323121726141619 
 01/10  06:00:00,0.663696808911736,5.65310076164052,0.000000000000000E+000,5.05336127455995,0.135306135496524,0.135306135496524,0.135306135496524,5.541331988790434E-002,1.148101600202945E-002,7.598154876300982E-002,0.370166776483870,0.574240990072255 
 01/10  07:00:00,0.851165177723572,5.72265503136978,0.000000000000000E+000,4.65017924560667,0.124510746195159,0.124510746195159,0.124510746195159,0.127450643996854,2.640633195888867E-002,0.129758134509170,0.427691308785101,1.04301477993991 
 01/10  08:00:00,1.14014898272271,6.19117741529216,0.000000000000000E+000,4.98730514457278,0.133537451409080,0.133537451409080,0.133537451409080,0.260442581460688,5.396077150394267E-002,0.207406094963531,0.454454059107065,1.17256774475236 
 01/10  09:00:00,1.09168962079274,5.73724475427002,0.000000000000000E+000,4.57178081139228,0.122411591081130,0.122411591081130,0.122411591081130,0.249359925737781,5.166457058390340E-002,0.268690864190452,0.384214656921069,1.13899777437631 
 01/10  10:00:00,0.950496591007109,5.69948257053621,0.000000000000000E+000,4.64081823178895,0.124260100627746,0.124260100627746,0.124260100627746,0.127450643996854,2.640633195888867E-002,0.330033759705594,0.326997742439629,1.03613948917398 
 01/10  11:00:00,0.967085877751725,6.35520797540695,0.000000000000000E+000,5.41814974287866,0.145073519073547,0.145073519073547,0.145073519073547,0.105285332551039,2.181393011881013E-002,0.344876895795482,0.334688187934444,0.914003635787251 
 01/10  12:00:00,0.963697997251295,5.50898942378176,0.000000000000000E+000,4.68114916158558,0.125339980326678,0.125339980326678,0.125339980326678,0.105285332551039,2.181393011881013E-002,0.361120014768658,0.334790727207709,0.804778602159578 
 01/10  13:00:00,0.937600957584097,5.00583063324025,0.000000000000000E+000,4.26346763331632,0.114156360081099,0.114156360081099,0.114156360081099,0.105285332551039,2.181393011881013E-002,0.351846255376571,0.329151067178176,0.719689821143671 
 01/10  14:00:00,0.910977502726561,4.80631600490312,0.000000000000000E+000,4.11381215355706,0.110149263908489,0.110149263908489,0.110149263908489,0.105285332551039,2.181393011881013E-002,0.317848037359318,0.340532926510507,0.669046646757509 
 01/10  15:00:00,0.910246952705905,4.70544404856670,0.000000000000000E+000,4.06193023237861,0.108760100958249,0.108760100958249,0.108760100958249,0.110826626018020,2.296203770497546E-002,0.292642405135342,0.359707770610917,0.618735775327921 
 01/10  16:00:00,0.973052480858681,4.68110546223943,0.000000000000000E+000,4.02987656798990,0.107901848951061,0.107901848951061,0.107901848951061,0.138533299719761,2.870253287892793E-002,0.302863858133087,0.379702928897442,0.625073510753172 
 01/10  17:00:00,1.20772543831070,4.77177496219542,0.000000000000000E+000,4.05513714793915,0.108578212913112,0.108578212913112,0.108578212913112,0.232735907758947,4.822026207769880E-002,0.353721026385214,0.449122016897326,0.685700579658891 
 01/10  18:00:00,1.66231401475405,5.87625043928392,0.000000000000000E+000,5.02356766075641,0.134508397411475,0.134508397411475,0.134508397411475,0.432223917138118,8.955192139527980E-002,0.445070293491817,0.545611473038965,0.815098982798601 
 01/10  19:00:00,1.91738008040789,4.91172989238663,0.000000000000000E+000,3.93660072890362,0.105404344293023,0.105404344293023,0.105404344293023,0.642794513451249,0.133179781632900,0.398284023104866,0.592369381647454,0.934324504974114 
 01/10  20:00:00,1.86050683442449,4.56519923629263,0.000000000000000E+000,3.56933578848999,9.557065200569405E-002,9.557065200569405E-002,9.557065200569405E-002,0.681583842875899,0.141216491979183,0.315346148810717,0.611441686474602,0.953745016317689 
 01/10  21:00:00,1.72689243091093,4.44199707131459,0.000000000000000E+000,3.51542270210222,9.412710364738766E-002,9.412710364738766E-002,9.412710364738766E-002,0.587381166047768,0.121698762780412,0.275875148663200,0.632462237493769,0.883007962135555 
 01/10  22:00:00,1.58388582053220,4.46719629816073,0.000000000000000E+000,3.62791525222280,9.713914482196007E-002,9.713914482196007E-002,9.713914482196007E-002,0.493178558008581,0.102181033581641,0.258342489697899,0.617696582143720,0.796731753423209 
 01/10  23:00:00,1.30631698515959,4.51851168582151,0.000000000000000E+000,3.82285075584413,0.102358635025215,0.102358635025215,0.102358635025215,0.371269276267653,7.692280920891813E-002,0.205881020852975,0.534537231526429,0.658839970170046 
 01/10  24:00:00,1.03793893394500,4.81622689234779,0.000000000000000E+000,4.27455229455493,0.114453157122512,0.114453157122512,0.114453157122512,0.254901287993707,5.281267817006874E-002,0.135920890493347,0.464502907886960,0.509677868859961 
 01/11  01:00:00,0.774471786786189,5.15845496604339,0.000000000000000E+000,4.78024916776822,0.127993429810244,0.127993429810244,0.127993429810244,0.132991937463835,2.755443954505400E-002,8.636931076758889E-002,0.384214656921069,0.351739629773743 
 01/11  02:00:00,0.672869499832589,5.45322362717099,0.000000000000000E+000,5.14911930398576,0.137870101973569,0.137870101973569,0.137870101973569,7.757865884929742E-002,1.607342069256627E-002,7.223881327716383E-002,0.353760492761593,0.279735953468134 
 01/11  03:00:00,0.640715976929927,5.85269386197920,0.000000000000000E+000,5.56850694190846,0.149099404111140,0.149099404111140,0.149099404111140,5.541331988790434E-002,1.148101600202945E-002,5.971530281942931E-002,0.349658921831025,0.260101082176462 
 01/11  04:00:00,0.636344832537800,6.14392754500177,0.000000000000000E+000,5.85440199427002,0.156754379204127,0.156754379204127,0.156754379204127,5.541331988790434E-002,1.148101600202945E-002,5.261106845099969E-002,0.344737036714339,0.265778751024821 
 01/11  05:00:00,0.630117551274357,6.06051181634999,0.000000000000000E+000,5.71451709283729,0.153008894882145,0.153008894882145,0.153008894882145,5.541331988790434E-002,1.148101600202945E-002,6.315175921409334E-002,0.331714549009782,0.323144962343169 
 01/11  06:00:00,0.684468947223075,6.42908138960366,0.000000000000000E+000,5.82915107113579,0.156078273807861,0.156078273807861,0.156078273807861,5.541331988790434E-002,1.148101600202945E-002,7.598154876300982E-002,0.370166776483870,0.574431821459545 
 01/11  07:00:00,0.883917404948505,6.94633035262961,0.000000000000000E+000,5.87339677455833,0.157262973420091,0.157262973420091,0.157262973420091,0.127450643996854,2.640633195888867E-002,0.129758134509170,0.427691308785101,1.04347257224809 
 01/11  08:00:00,1.16058649379826,6.95496416097199,0.000000000000000E+000,5.75059741242592,0.153974962484632,0.153974962484632,0.153974962484632,0.260442581460688,5.396077150394267E-002,0.207406094963531,0.454454059107065,1.17306222257907 
 01/11  09:00:00,1.10747532352049,6.32721871028775,0.000000000000000E+000,5.16133913824442,0.138197293808887,0.138197293808887,0.138197293808887,0.249359925737781,5.166457058390340E-002,0.268690864190452,0.384214656921069,1.13941340354188 
 01/11  10:00:00,0.957035922111303,5.94402452235737,0.000000000000000E+000,4.88504664347327,0.130799431731940,0.130799431731940,0.130799431731940,0.127450643996854,2.640633195888867E-002,0.330033759705594,0.326997742439629,1.03645302931082 
 01/11  11:00:00,0.951644645362071,5.77894083327127,0.000000000000000E+000,4.84145656113182,0.129632286683893,0.129632286683893,0.129632286683893,0.105285332551039,2.181393011881013E-002,0.344876895795482,0.334688187934444,0.914429675398411 
 01/11  12:00:00,0.935105270623276,4.44158781017346,0.000000000000000E+000,3.61327905395235,9.674725369865882E-002,9.674725369865882E-002,9.674725369865882E-002,0.105285332551039,2.181393011881013E-002,0.361120014768658,0.334790727207709,0.805247096184501 
 01/11  13:00:00,0.900889877277728,3.63515788290198,0.000000000000000E+000,2.89239638893634,7.744527977472954E-002,7.744527977472954E-002,7.744527977472954E-002,0.105285332551039,2.181393011881013E-002,0.351846255376571,0.329151067178176,0.720088315185383 
 01/11  14:00:00,0.882428984782292,3.74043201053705,0.000000000000000E+000,3.04759313476503,8.160074596422009E-002,8.160074596422009E-002,8.160074596422009E-002,0.105285332551039,2.181393011881013E-002,0.317848037359318,0.340532926510507,0.669381671183475 
 01/11  15:00:00,0.886593086404535,3.82226658628282,0.000000000000000E+000,3.17851477215331,8.510623465687826E-002,8.510623465687826E-002,8.510623465687826E-002,0.110826626018020,2.296203770497546E-002,0.292642405135342,0.359707770610917,0.618973773269342 
 01/11  16:00:00,0.949929877886614,3.81774140265715,0.000000000000000E+000,3.16630252533997,8.477924597899307E-002,8.477924597899307E-002,8.477924597899307E-002,0.138533299719761,2.870253287892793E-002,0.302863858133087,0.379702928897442,0.625283493820823 
 01/11  17:00:00,1.18632971554359,3.97291263303565,0.000000000000000E+000,3.25605796002403,8.718249014600937E-002,8.718249014600937E-002,8.718249014600937E-002,0.232735907758947,4.822026207769880E-002,0.353721026385214,0.449122016897326,0.685917438414251 
 01/11  18:00:00,1.64086957390373,5.07562945749890,0.000000000000000E+000,4.22266896869089,0.113063956561153,0.113063956561153,0.113063956561153,0.432223917138118,8.955192139527980E-002,0.445070293491817,0.545611473038965,0.815376693079105 
 01/11  19:00:00,1.90464319941321,4.43642725903144,0.000000000000000E+000,3.46090861826132,9.266746329834383E-002,9.266746329834383E-002,9.266746329834383E-002,0.642794513451249,0.133179781632900,0.398284023104866,0.592369381647454,0.934713982261204 
 01/11  20:00:00,1.85129478430359,4.22144259679996,0.000000000000000E+000,3.22528769954387,8.635860188479402E-002,8.635860188479402E-002,8.635860188479402E-002,0.681583842875899,0.141216491979183,0.315346148810717,0.611441686474602,0.954036465771126 
 01/11  21:00:00,1.71956590726996,4.16860445066673,0.000000000000000E+000,3.24179452767707,8.680058000641622E-002,8.680058000641622E-002,8.680058000641622E-002,0.587381166047768,0.121698762780412,0.275875148663200,0.632462237493769,0.883243515912817 
 01/11  22:00:00,1.57965048401378,4.30924475783322,0.000000000000000E+000,3.46973554020629,9.290380830354161E-002,9.290380830354161E-002,9.290380830354161E-002,0.493178558008581,0.102181033581641,0.258342489697899,0.617696582143720,0.796959925112202 
 01/11  23:00:00,1.30552405019056,4.48906564029775,0.000000000000000E+000,3.79323652696210,0.101565700056186,0.101565700056186,0.101565700056186,0.371269276267653,7.692280920891813E-002,0.205881020852975,0.534537231526429,0.659008153528320 
 01/11  24:00:00,1.03610931988995,4.74798197048879,0.000000000000000E+000,4.20622057567732,0.112623543067466,0.112623543067466,0.112623543067466,0.254901287993707,5.281267817006874E-002,0.135920890493347,0.464502907886960,0.509764665878573 
 01/12  01:00:00,0.771544125729143,5.04913927662363,0.000000000000000E+000,4.67090801367767,0.125065768753197,0.125065768753197,0.125065768753197,0.132991937463835,2.755443954505400E-002,8.636931076758889E-002,0.384214656921069,0.351765094444525 
 01/12  02:00:00,0.669336216307247,5.32130241056794,0.000000000000000E+000,5.01715959592458,0.134336818448226,0.134336818448226,0.134336818448226,7.757865884929742E-002,1.607342069256627E-002,7.223881327716383E-002,0.353760492761593,0.279774444926246 
 01/12  03:00:00,0.630725319484530,5.47966192330875,0.000000000000000E+000,5.19537972741296,0.139108746665742,0.139108746665742,0.139108746665742,5.541331988790434E-002,1.148101600202945E-002,5.971530281942931E-002,0.349658921831025,0.260196358001506 
 01/12  04:00:00,0.622122419802240,5.61276323569411,0.000000000000000E+000,5.32322881808734,0.142531966468566,0.142531966468566,0.142531966468566,5.541331988790434E-002,1.148101600202945E-002,5.261106845099969E-002,0.344737036714339,0.265787617899857 
 01/12  05:00:00,0.623905029724313,5.82865456113981,0.000000000000000E+000,5.48249423812230,0.146796373332102,0.146796373332102,0.146796373332102,5.541331988790434E-002,1.148101600202945E-002,6.315175921409334E-002,0.331714549009782,0.323310561848018 
 01/12  06:00:00,0.677162181024509,6.15639432045721,0.000000000000000E+000,5.55626079003663,0.148771507609296,0.148771507609296,0.148771507609296,5.541331988790434E-002,1.148101600202945E-002,7.598154876300982E-002,0.370166776483870,0.574635033412253 
 01/12  07:00:00,0.879361518960830,6.77653851760498,0.000000000000000E+000,5.70324530480459,0.152707087432415,0.152707087432415,0.152707087432415,0.127450643996854,2.640633195888867E-002,0.129758134509170,0.427691308785101,1.04383220697719 
 01/12  08:00:00,1.15943465701781,6.91235267225502,0.000000000000000E+000,5.70757905734848,0.152823125704182,0.152823125704182,0.152823125704182,0.260442581460688,5.396077150394267E-002,0.207406094963531,0.454454059107065,1.17346908893952 
 01/12  09:00:00,1.10913435155121,6.38957389435144,0.000000000000000E+000,5.22329987618925,0.139856321839603,0.139856321839603,0.139856321839603,0.249359925737781,5.166457058390340E-002,0.268690864190452,0.384214656921069,1.13980784966074 
 01/12  10:00:00,0.961178699806378,6.09916480459164,0.000000000000000E+000,5.03976950431449,0.134942209427013,0.134942209427013,0.134942209427013,0.127450643996854,2.640633195888867E-002,0.330033759705594,0.326997742439629,1.03687045070386 
 01/12  11:00:00,0.983589352376039,6.97220831035396,0.000000000000000E+000,6.03451513722050,0.161576993697860,0.161576993697860,0.161576993697860,0.105285332551039,2.181393011881013E-002,0.344876895795482,0.334688187934444,0.914638576392417 
 01/12  12:00:00,0.975582615965885,5.95346017145108,0.000000000000000E+000,5.12501130985280,0.137224599041268,0.137224599041268,0.137224599041268,0.105285332551039,2.181393011881013E-002,0.361120014768658,0.334790727207709,0.805387201561671 
 01/12  13:00:00,0.944945910909768,5.28066331078155,0.000000000000000E+000,4.53778411248552,0.121501313406770,0.121501313406770,0.121501313406770,0.105285332551039,2.181393011881013E-002,0.351846255376571,0.329151067178176,0.720206019515774 
 01/12  14:00:00,0.912384355832954,4.85928542103892,0.000000000000000E+000,4.16635475985311,0.111556117014880,0.111556117014880,0.111556117014880,0.105285332551039,2.181393011881013E-002,0.317848037359318,0.340532926510507,0.669473456597262 
 01/12  15:00:00,0.910336500707532,4.70923597994299,0.000000000000000E+000,4.06527463654755,0.108849648959877,0.108849648959877,0.108849648959877,0.110826626018020,2.296203770497546E-002,0.292642405135342,0.359707770610917,0.619183302535251 
 01/12  16:00:00,0.973254873539098,4.68904602078648,0.000000000000000E+000,4.03743545162603,0.108104241631478,0.108104241631478,0.108104241631478,0.138533299719761,2.870253287892793E-002,0.302863858133087,0.379702928897442,0.625455185664107 
 01/12  17:00:00,1.20334847303015,4.60863946752401,0.000000000000000E+000,3.89166793963136,0.104201247632566,0.104201247632566,0.104201247632566,0.232735907758947,4.822026207769880E-002,0.353721026385214,0.449122016897326,0.686034293295284 
 01/12  18:00:00,1.65456829946062,5.58744575391900,0.000000000000000E+000,4.73428367844486,0.126762682118037,0.126762682118037,0.126762682118037,0.432223917138118,8.955192139527980E-002,0.445070293491817,0.545611473038965,0.815578279745257 
 01/12  19:00:00,1.92052553504178,5.02992840260092,0.000000000000000E+000,4.05407595336017,0.108549798926917,0.108549798926917,0.108549798926917,0.642794513451249,0.133179781632900,0.398284023104866,0.592369381647454,0.935047790731862 
 01/12  20:00:00,1.86654659092262,4.79137332045484,0.000000000000000E+000,3.79490628079182,0.101610408503821,0.101610408503821,0.101610408503821,0.681583842875899,0.141216491979183,0.315346148810717,0.611441686474602,0.954348608178062 
 01/12  21:00:00,1.73840379330296,4.87244925072975,0.000000000000000E+000,3.94534461743756,0.105638466039413,0.105638466039413,0.105638466039413,0.587381166047768,0.121698762780412,0.275875148663200,0.632462237493769,0.883538226215360 
 01/12  22:00:00,1.59854908022434,5.01531948264202,0.000000000000000E+000,4.17555301022357,0.111802404514098,0.111802404514098,0.111802404514098,0.493178558008581,0.102181033581641,0.258342489697899,0.617696582143720,0.797217179903711 
 01/12  23:00:00,1.32259490490327,5.12680188523587,0.000000000000000E+000,4.43079221364469,0.118636554768896,0.118636554768896,0.118636554768896,0.371269276267653,7.692280920891813E-002,0.205881020852975,0.534537231526429,0.659188711783848 
 01/12  24:00:00,1.05212841327274,5.34638848245706,0.000000000000000E+000,4.80449548654570,0.128642636450251,0.128642636450251,0.128642636450251,0.254901287993707,5.281267817006874E-002,0.135920890493347,0.464502907886960,0.509896266978473 
 01/13  01:00:00,0.782308159091832,5.45122407393271,0.000000000000000E+000,5.07291897314735,0.135829802115887,0.135829802115887,0.135829802115887,0.132991937463835,2.755443954505400E-002,8.636931076758889E-002,0.384214656921069,0.351838932283901 
 01/13  02:00:00,0.677295587498453,5.61861990053094,0.000000000000000E+000,5.31442311616259,0.142296189639434,0.142296189639434,0.142296189639434,7.757865884929742E-002,1.607342069256627E-002,7.223881327716383E-002,0.353760492761593,0.279828414651233 
 01/13  03:00:00,0.635351663402210,5.65241122748775,0.000000000000000E+000,5.36816263271592,0.143735090583424,0.143735090583424,0.143735090583424,5.541331988790434E-002,1.148101600202945E-002,5.971530281942931E-002,0.349658921831025,0.260162756877552 
 01/13  04:00:00,0.628601653487068,5.85476756063672,0.000000000000000E+000,5.56521273457110,0.149011200153393,0.149011200153393,0.149011200153393,5.541331988790434E-002,1.148101600202945E-002,5.261106845099969E-002,0.344737036714339,0.265808026358692 
 01/13  05:00:00,0.626620429031998,5.93005619501366,0.000000000000000E+000,5.58390792240249,0.149511772639786,0.149511772639786,0.149511772639786,5.541331988790434E-002,1.148101600202945E-002,6.315175921409334E-002,0.331714549009782,0.323298511441661 
 01/13  06:00:00,0.674270430283327,6.04842837580938,0.000000000000000E+000,5.44826080054949,0.145879756868115,0.145879756868115,0.145879756868115,5.541331988790434E-002,1.148101600202945E-002,7.598154876300982E-002,0.370166776483870,0.574669078251559 
 01/13  07:00:00,0.869074822578560,6.39260876127322,0.000000000000000E+000,5.31906174246604,0.142420391050145,0.142420391050145,0.142420391050145,0.127450643996854,2.640633195888867E-002,0.129758134509170,0.427691308785101,1.04408601298401 
 01/13  08:00:00,1.15904316660746,6.89803254658740,0.000000000000000E+000,5.69295782475042,0.152431635293828,0.152431635293828,0.152431635293828,0.260442581460688,5.396077150394267E-002,0.207406094963531,0.454454059107065,1.17377019586997 
 01/13  09:00:00,1.10660312076346,6.29536820072459,0.000000000000000E+000,5.12876444664019,0.137325091051853,0.137325091051853,0.137325091051853,0.249359925737781,5.166457058390340E-002,0.268690864190452,0.384214656921069,1.14013758558295 
 01/13  10:00:00,0.960825311201364,6.08628009037834,0.000000000000000E+000,5.02657128322214,0.134588820822002,0.134588820822002,0.134588820822002,0.127450643996854,2.640633195888867E-002,0.330033759705594,0.326997742439629,1.03718395758291 
 01/13  11:00:00,0.986073519291190,7.06526224205935,0.000000000000000E+000,6.12729284343844,0.164061160613014,0.164061160613014,0.164061160613014,0.105285332551039,2.181393011881013E-002,0.344876895795482,0.334688187934444,0.914914801879873 
 01/13  12:00:00,0.978844038988999,6.07548068633285,0.000000000000000E+000,5.24681767690692,0.140486022064383,0.140486022064383,0.140486022064383,0.105285332551039,2.181393011881013E-002,0.361120014768658,0.334790727207709,0.805601349389300 
 01/13  13:00:00,0.950833914490737,5.50075503442087,0.000000000000000E+000,4.75768699546530,0.127389316987739,0.127389316987739,0.127389316987739,0.105285332551039,2.181393011881013E-002,0.351846255376571,0.329151067178176,0.720394860175299 
 01/13  14:00:00,0.923471998613466,5.27356040491989,0.000000000000000E+000,4.58045175883689,0.122643759795394,0.122643759795394,0.122643759795394,0.105285332551039,2.181393011881013E-002,0.317848037359318,0.340532926510507,0.669651441494441 
 01/13  15:00:00,0.919036660082357,5.03424667068925,0.000000000000000E+000,4.39020482767233,0.117549808334702,0.117549808334702,0.117549808334702,0.110826626018020,2.296203770497546E-002,0.292642405135342,0.359707770610917,0.619263802156768 
 01/13  16:00:00,0.980517103662433,4.96042345600587,0.000000000000000E+000,4.30866241659356,0.115366471754814,0.115366471754814,0.115366471754814,0.138533299719761,2.870253287892793E-002,0.302863858133087,0.379702928897442,0.625605655915924 
 01/13  17:00:00,1.20797928066610,4.78179507557394,0.000000000000000E+000,4.06461755415958,0.108832055268512,0.108832055268512,0.108832055268512,0.232735907758947,4.822026207769880E-002,0.353721026385214,0.449122016897326,0.686240286817004 
 01/13  18:00:00,1.62806502606367,4.59782996407100,0.000000000000000E+000,3.74444966284964,0.100259408721093,0.100259408721093,0.100259408721093,0.432223917138118,8.955192139527980E-002,0.445070293491817,0.545611473038965,0.815796505492457 
 01/13  19:00:00,1.92216773155102,5.09142873306723,0.000000000000000E+000,4.11540807414316,0.110191995436145,0.110191995436145,0.110191995436145,0.642794513451249,0.133179781632900,0.398284023104866,0.592369381647454,0.935216000415188 
 01/13  20:00:00,1.85048197748221,4.19154937896079,0.000000000000000E+000,3.19493130439742,8.554579506341074E-002,8.554579506341074E-002,8.554579506341074E-002,0.681583842875899,0.141216491979183,0.315346148810717,0.611441686474602,0.954499643078428 
 01/13  21:00:00,1.71448919815803,3.97954204988879,0.000000000000000E+000,3.05219155709265,8.172387089448496E-002,8.172387089448496E-002,8.172387089448496E-002,0.587381166047768,0.121698762780412,0.275875148663200,0.632462237493769,0.883784085719295 
 01/13  22:00:00,1.56671775494509,3.82672846222690,0.000000000000000E+000,2.98672897135954,7.997107923485249E-002,7.997107923485249E-002,7.997107923485249E-002,0.493178558008581,0.102181033581641,0.258342489697899,0.617696582143720,0.797450198352623 
 01/13  23:00:00,1.29040645649695,3.92479731932018,0.000000000000000E+000,3.22863047820090,8.644810636257198E-002,8.644810636257198E-002,8.644810636257198E-002,0.371269276267653,7.692280920891813E-002,0.205881020852975,0.534537231526429,0.659345881311939 
 01/13  24:00:00,1.02053982659587,4.16673593537553,0.000000000000000E+000,3.62473715522427,9.705404977338937E-002,9.705404977338937E-002,9.705404977338937E-002,0.254901287993707,5.281267817006874E-002,0.135920890493347,0.464502907886960,0.510002051218370 
 01/14  01:00:00,0.760055296978943,4.38855563548584,0.000000000000000E+000,3.99631610379683,0.107003251667250,0.107003251667250,0.107003251667250,0.132991937463835,2.755443954505400E-002,9.294299910333617E-002,0.384214656921069,0.365773363187570 
 01/14  02:00:00,0.648664237070944,4.40924464551153,0.000000000000000E+000,4.09769845357964,0.109717811978963,0.109717811978963,0.109717811978963,7.757865884929742E-002,1.607342069256627E-002,7.618584051012475E-002,0.353760492761593,0.287177822214810 
 01/14  03:00:00,0.609874989675529,4.60884661276087,0.000000000000000E+000,4.31914606301356,0.115647176340521,0.115647176340521,0.115647176340521,5.541331988790434E-002,1.148101600202945E-002,6.232654333565033E-002,0.349658921831025,0.265614711853012 
 01/14  04:00:00,0.597845990365371,4.66092053892131,0.000000000000000E+000,4.36556748209514,0.116890131767399,0.116890131767399,0.116890131767399,5.541331988790434E-002,1.148101600202945E-002,5.397647371529803E-002,0.344737036714339,0.271606257119245 
 01/14  05:00:00,0.593271089423092,4.59670584913290,0.000000000000000E+000,4.23862830305607,0.113491275278483,0.113491275278483,0.113491275278483,5.541331988790434E-002,1.148101600202945E-002,6.582291696649339E-002,0.331714549009782,0.335227784907338 
